id,name,spokenLanguage,signedLanguage,category,definition,paraphrase,example,url,videoDuration,exampleVideoDuration
130540,MARLY,fr,lsf-ch,",Stadt","C'est une commune suisse du canton de Fribourg, située dans le district de la Sarine.","Commune, district, Sarine.","Marly se situe à 4,50 km (à vol d'oiseau) au sud de la Ville de Fribourg.",https://signsuisse.sgb-fss.ch/fr/lexikon/130540/marly,2.56,12.36
131134,ROUGIR,fr,lsf-ch,",Verb","Avoir le visage qui devient rouge sous l'effet d'une émotion, d'un sentiment.","Avoir honte, devenir rouge.","Anne est timide, elle rougit souvent.",https://signsuisse.sgb-fss.ch/fr/lexikon/131134/rougir,3.68,8.84
113351,À TOUT À L'HEURE,fr,lsf-ch,Allgemein,Se dit à la fin d’une conversation dont les locuteurs savent qu’ils vont se retrouver un peu plus tard.,À plus tard.,- &quot;On se verra dans 10 minutes.&quot; - &quot;À tout à l'heure.&quot;,https://signsuisse.sgb-fss.ch/fr/lexikon/113351/a-tout-a-lheure,2.24,6.0
117715,ORTHODOXER JUDE,de,dsgs,Religion,"Das Wort orthodox bedeutet strenggläubig, dem Althergebrachten verpflichtet. Für orthodoxe Juden gehören entsprechend der alten Traditionen die beiden Elemente Religion und Volksangehörigkeit untrennbar zum Judentum.","-zu einer Gruppe von Menschen Gehörender, die sich sehr streng an die Vorschriften ihrer Religion halten",Die orthodoxen Juden halten sich streng an die Glaubensvorschriften.,https://signsuisse.sgb-fss.ch/lexikon/117715/orthodoxer-jude,2.5,5.584
118922,GHANA,fr,lsf-ch,Nation,Pays d'Afrique occidentale situé au bord du Golfe de Guinée.,"Pays, Afrique.","L'esclavage des enfants existe au Ghana, malgré une loi qui l'interdit.",https://signsuisse.sgb-fss.ch/fr/lexikon/118922/ghana,2.76,8.76
123352,FOTOGRAFIA,it,lis-ch,Beruf/Schule,"La tecnica e l'arte di ottenere immagini durature mediante l'azione esercitata dalla luce su determinati materiali, in particolare su lastra, pellicola o carta opportunamente trattate.",Immagine fotografica.,"Sicuramente, quando andrò in vacanza, scatterò molte fotografie.",https://signsuisse.sgb-fss.ch/it/lexikon/123352/fotografia,2.459,5.584
125335,BAHNBILLET,de,dsgs,Verkehr,"für eine bestimmte Geldsumme erworbenes Dokument, das dem Besitzer eine zeitlich begrenzte Nutzung öffentlicher Verkehrsmittel erlaubt","Ticket, Fahrkarte",Ich kaufe ein neues Bahnbillet.,https://signsuisse.sgb-fss.ch/lexikon/125335/bahnbillet,3.24,3.84
117593,WIESE,de,dsgs,Natur,"Bei der Wiese handelt es sich um landwirtschaftliches Grünland, das im Gegensatz zur Weide nicht durch das Grasen von Tieren, sondern durch Mähen zur Erzeugung von Heu oder Grassilage genutzt und erhalten wird.","Land mit grünem Boden, Gras, kann man mähen",Auf den Wiesen wachsen jetzt die Pflanzen.,https://signsuisse.sgb-fss.ch/lexikon/117593/wiese,3.167,5.417
128438,BUNDESRAT,de,dsgs,Beruf/Schule,Der Bundesrat ist die Bundesregierung der Schweizerischen Eidgenossenschaft und gemäss Art. 174 der Bundesverfassung. Die einzelnen Mitglieder werden ebenfalls «Bundesrat» oder «Bundesrätin» genannt.,Die Regierung der Schweiz.,In die Schweiz gibt es 7 Bundesräte.,https://signsuisse.sgb-fss.ch/lexikon/128438/bundesrat,2.625,4.792
127360,NEVEU,fr,lsf-ch,Familie,Fils du frère ou de la soeur.,"Garçon, oncle, tante.","Pour ses études, mon neveu habite à Zurich",https://signsuisse.sgb-fss.ch/fr/lexikon/127360/neveu,2.917,5.917
116937,STINKEN,de,dsgs,Allgemein,einen üblen Geruch von sich geben,"schlecht riechen, schlechte Luft oder Duft, nicht fein",Im Badezimmer stinkt es stark.,https://signsuisse.sgb-fss.ch/lexikon/116937/stinken,2.334,4.443
118248,CASQUETTE,fr,lsf-ch,Haushalt,Coiffure à visière.,"Coiffure, tissu, visière.","Si tu ne veux pas mettre la casquette, tu auras mal à la tête.",https://signsuisse.sgb-fss.ch/fr/lexikon/118248/casquette,2.417,5.334
129509,KRUG,de,dsgs,Haushalt,"zylindrisches Gefäss für Getränke mit einem Henkel, zuweilen mit einem Deckel",Gefäss mit Henkel für Getränke,Diese Person holt frisches Wasser in einem Krug.,https://signsuisse.sgb-fss.ch/lexikon/129509/krug,2.76,5.08
125960,JOHN F KENNEDY,de,dsgs,Menschen,"John Fitzgerald „Jack“ Kennedy, häufig auch bei seinen Initialen JFK genannt, war von 1961 bis 1963 der 35. Präsident der Vereinigten Staaten von Amerika.",Ehemaliger Präsident der Vereinigten Staaten von Amerika.,John F. Kennedy war früher Präsident von Amerika und wurde erschossen.,https://signsuisse.sgb-fss.ch/lexikon/125960/john-f-kennedy,3.2,5.64
114737,JUNI,de,dsgs,Allgemein,Der Juni ist der sechste Monat des Jahres im Gregorianischen Kalender. Er umfasst 30 Tage.,der sechste Monat im Jahr,Am 21. Juni beginnt der Sommer.,https://signsuisse.sgb-fss.ch/lexikon/114737/juni,2.64,5.481
119192,ARAIGNÉE,fr,lsf-ch,Tiere,"Arachnide muni de crochets à venin, à quadruple paire de pattes","Arachnide, 8 pattes, toile.",Je hais les araignées!,https://signsuisse.sgb-fss.ch/fr/lexikon/119192/araignee,2.92,3.68
128564,ASSOMMER,fr,lsf-ch,Verb,Frapper un être vivant d'un coup qui l'étourdit.,Matraquer.,Le voleur assomme le gardien.,https://signsuisse.sgb-fss.ch/fr/lexikon/128564/assommer,2.76,7.32
113175,VERÄNDERLICH,de,dsgs,Allgemein,"Begriffe wie Änderung, Abwandlung, Korrektur, Modulation, Überarbeitung, Umänderung, Umarbeitung, Umbildung, Umformung, Umgestaltung, Umwandlung lassen eine enorme Vielfalt der Begrifflichkeit deutlich werden.","so, dass es sich häufig ändert",Morgen wird das Wetter stark veränderlich sein.,https://signsuisse.sgb-fss.ch/lexikon/113175/veraenderlich,2.209,5.5
117433,PUDER,de,dsgs,Allgemein,"pulverförmige Substanz, beispielsweise als Kosmetikum","ein Pulver, das man auf die Haut aufträgt z.B. im Gesicht","Um ihr Muttermal abzudecken, pudert sich die Frau stark im Gesicht.",https://signsuisse.sgb-fss.ch/lexikon/117433/puder,2.32,5.36
126534,HINWEIS,de,dsgs,Allgemein,"etwas, das jemanden auf etwas aufmerksam macht","Erklärung, Meldung, Mitteilung",Der Kratzer auf dem Arm dieser Person ist ein klarer Hinweis auf eine Schlägerei.,https://signsuisse.sgb-fss.ch/lexikon/126534/hinweis,2.08,7.56
127878,DANZIG,de,dsgs,Stadt,ehemalige deutsche Stadt; heute polnisch,Stadt in Polen,Ich arbeite schon zehn Jahre in Danzig.,https://signsuisse.sgb-fss.ch/lexikon/127878/danzig,2.08,4.44
116739,GOTTHARDTUNNEL,de,dsgs,Verkehr,Der Gotthardtunnel oder auch Gotthard-Scheiteltunnel ist der Scheiteltunnel der Gotthardbahn und verläuft unter dem Gotthardmassiv durch das Schweizer Gotthardmassiv.,Schweizer Tunnel,Der Gotthardtunnel liegt zwischen dem Kanton Uri und dem Kanton Tessin.,https://signsuisse.sgb-fss.ch/lexikon/116739/gotthardtunnel,3.24,7.68
123438,CITRO,de,dsgs,Nahrung,Tafelwasser mit natürlichem Zitronenaroma,"Mineralwasser mit Zitrone, z.B. Marke Elmer Citro",Ein Citro-Getränk schmeckt bitter.,https://signsuisse.sgb-fss.ch/lexikon/123438/citro,2.2,5.84
130377,AARAU,fr,lsf-ch,Stadt,"C'est une commune suisse, capitale du canton d'Argovie, et chef-lieu du district du même nom.","Ville, Suisse alémanique.",Le plus grand employeur de la ville d'Aarau est l'administration cantonale.,https://signsuisse.sgb-fss.ch/fr/lexikon/130377/aarau,2.48,8.04
121553,CANOTTIERA,it,lis-ch,Haushalt,"Maglietta scollata e senza maniche, da indossare sulla pelle.",Maglietta scollata e senza maniche.,"Se ho freddo, è meglio indossare una canottiera per tenermi al caldo.",https://signsuisse.sgb-fss.ch/it/lexikon/121553/canottiera,3.084,6.542
118699,RÉVISION,fr,lsf-ch,Allgemein,"Action d'étudier à nouveau un sujet, un programme en vue d'un examen.","Reprise, répétition.","À la fin de l'année, nous faisons des révisions.",https://signsuisse.sgb-fss.ch/fr/lexikon/118699/revision,2.92,5.4
119675,ALCOOL,fr,lsf-ch,Nahrung,Liquide obtenu par la distillation du vin ou des jus sucrés fermentés.,"Boisson alcoolique forte (eau-de-vie, rhum, vodka etc.)",Mon ami ne peut pas boire d'alcool.,https://signsuisse.sgb-fss.ch/fr/lexikon/119675/alcool,2.32,5.24
112986,L'OEIL ET LA MAIN,fr,lsf-ch,Veranstaltung/Medien,Emission bilingue français-langue des signes sur france 5.,"Emission, bilingue, français-lsf, france 5.",Il y a 5 présentateurs sourds dans l'émission &quot;l'Oeil et la Main&quot;.,https://signsuisse.sgb-fss.ch/fr/lexikon/112986/loeil-et-la-main,2.84,7.16
120646,VENIR DE 3,fr,lsf-ch,Verb,Venir de + infinitif: indique que l'action exprimée par l'infinitif s'est achevée tout récemment.,Action faite récemment.,Jean vient de sortir.,https://signsuisse.sgb-fss.ch/fr/lexikon/120646/venir-de-3,2.44,5.56
118215,MÄRTYRER,de,dsgs,Politik/Recht,"Als Märtyrer in der weiteren Bedeutung bezeichnet man Personen, die um ihrer andersartigen Überzeugung oder einer Verfolgung den Tod erleiden.","Märtyrer sind Menschen, die um des Bekenntnisses ihres Glaubens willen einen gewaltsamen Tod erdulden.",Der Mann wurde selbst zum Märtyrer.,https://signsuisse.sgb-fss.ch/lexikon/118215/maertyrer,2.792,5.5
115158,FLUGZEUG,de,dsgs,Verkehr,"Luftfahrzeug, das während des Fluges durch den aerodynamischen Auftrieb fest stehender bzw. umlaufender Flügel getragen wird.",kann fliegen dank Motoren,"Auf dem Flughafen gibt es viele verschiedene Flugzeuge, z.B. jene aus Thailand, von der Swiss und andere.",https://signsuisse.sgb-fss.ch/lexikon/115158/flugzeug,2.625,7.792
129491,DEMOKRAT,de,dsgs,Politik/Recht,Anhänger der Demokratie oder einer Demokratischen Partei. Der Begriff geht zurück auf den Begriff demokratia; &quot;Herrschaft des Volkes&quot;.,Politische Zugehörigkeit zur Demokratie oder einer demokratischen Partei,Demokraten gibt es in vielen Ländern.,https://signsuisse.sgb-fss.ch/lexikon/129491/demokrat,2.667,5.834
120824,BOUILLON,fr,lsf-ch,Nahrung,Liquide obtenu en faisant bouillir de la viande ou des légumes.,"Décoction, consommé, court-bouillon.",On peut faire une soupe avec un bouillon de poule.,https://signsuisse.sgb-fss.ch/fr/lexikon/120824/bouillon,3.0,4.709
117426,À PEU PRÈS,fr,lsf-ch,Allgemein,"Approximation, estimation, évaluation.",environ.,"Mon chat pèse à peu près 3 kg - 3,5 kg.",https://signsuisse.sgb-fss.ch/fr/lexikon/117426/a-peu-pres,1.96,8.32
125416,COCHLEAIMPLANTAT,de,dsgs,Medizin,"Das Cochleaimplantat, Abkürzung CI, ist eine Hörprothese für Gehörlose, deren Hörnerv noch funktioniert.","Hörprothese, Hörgerat im Schädelohr, Abkürzung CI",Das Cochleaimplantat/CI ist ein Hörhilfsmittel.,https://signsuisse.sgb-fss.ch/lexikon/125416/cochleaimplantat,2.167,4.542
124322,PÜNKTLICH,de,dsgs,Allgemein,"Als pünktlich bezeichnet man die Eigenschaft einer Person, einen verabredeten Zeitpunkt oder einen Termin präzise einzuhalten.","genau zu der Zeit, die festgelegt oder verabredet war; rechtzeitig","Der Lehrer sagt den Schülern, sie sollen pünktlich um zwölf Uhr kommen.",https://signsuisse.sgb-fss.ch/lexikon/124322/puenktlich,2.25,6.625
122459,SCOZIA,it,lis-ch,Nation,"E' una delle quattro nazioni costitutive del Regno Unito. Anticamente chiamata Caledonia, occupa la porzione settentrionale della Gran Bretagna.",Nazione europea.,"In Scozia, il paesaggio è bellissimo, in quanto è composto prevalentemente da magnfiche colline.",https://signsuisse.sgb-fss.ch/it/lexikon/122459/scozia,2.25,6.709
123974,BESPRECHEN,de,dsgs,Verb,"Das Besprechen im magischen Sinn ist eine in der Regel stark ritualisierte Methode, mit der der Zustand von Gegenständen oder Lebewesen durch Aussprechen von Wünschen verändert werden soll.","reden mit Jemanden, Meinungen austauschen; mit Jemandem über etwas sprechen, diskutieren",Können wir uns heute Nachmittag kurz zusammen setzen um das weitere Vorgehen der Arbeit zu besprechen?,https://signsuisse.sgb-fss.ch/lexikon/123974/besprechen,2.625,6.0
122950,ASTUCCIO,it,lis-ch,Beruf/Schule,"Custodia foderata e di forma adattata all'oggetto da contenere (matite, colori)",Custodia.,A scuola serve l'astuccio.,https://signsuisse.sgb-fss.ch/it/lexikon/122950/astuccio,3.334,3.542
127257,ILLUMINARE,it,lis-ch,Haus/Gebäude,"Rendere qualcosa luminoso, dandogli luce o accendendo una luce.",Rischiarare.,Questa sala è ben illuminata.,https://signsuisse.sgb-fss.ch/it/lexikon/127257/illuminare,2.917,4.917
127860,ASIA,it,lis-ch,Nation,"E' il più vasto dei continenti, con una superficie più di quattro volte maggiore di quella dell'Europa e pari a circa un terzo di tutte le terre emerse.",Continente.,L'Asia è un grandissimo continente.,https://signsuisse.sgb-fss.ch/it/lexikon/127860/asia,2.834,3.542
129162,PIANO,it,lis-ch,Allgemein,Avverbio che in questo caso significa senza far rumore.,Contrario di forte.,"Per favore, parla piano, il bebé dorme.",https://signsuisse.sgb-fss.ch/it/lexikon/129162/piano,2.417,7.209
130133,GLIDE,de,dsgs,Veranstaltung/Medien,APP für direkten Video-Chat (Bild- und Ton-Dateien) zwischen zwei Personen,Vidoenachrichten per Handy,Dieser Mann benützt immer Glide.,https://signsuisse.sgb-fss.ch/lexikon/130133/glide,2.24,4.32
120606,REJETER,fr,lsf-ch,Verb,"Ne pas ou ne plus admettre quelqu'un, ne pas en vouloir, l'éliminer de son groupe : La société rejette ces individus.","éliminer, renvoyer.",Notre association rejette 3 membres qui ont toujours fait des bêtises.,https://signsuisse.sgb-fss.ch/fr/lexikon/120606/rejeter,2.6,10.44
128432,BUTTER,de,dsgs,Nahrung,"Butter ist ein tierisches Lebensmittel, das aus süsser oder gesäuerter Milch, Sahne oder Molkensahne hergestellt wird. Sie enthält Milcheiweiss und Fett.","weich, erzeugtes Milchfett von weißer bis gelblicher Farbe","Ich streiche gerne viel Butter aufs Brot, das schmeckt fein.",https://signsuisse.sgb-fss.ch/lexikon/128432/butter,3.042,4.959
115709,SECOURS,fr,lsf-ch,Allgemein,Action de secourir quelqu'un : Appeler un ami à son secours.,arriver pour sauver,Les premiers secours sont arrivés peu après l'accident.,https://signsuisse.sgb-fss.ch/fr/lexikon/115709/secours,2.48,5.96
119927,PÂTES,fr,lsf-ch,Nahrung,"Aliment fabriqué à partir d'un mélange pétri de farine de semoule, d'eau et parfois d'oeuf et de sel.","Aliment, farine, eau, oeuf,sel.",J'adore manger des pâtes chinoises.,https://signsuisse.sgb-fss.ch/fr/lexikon/119927/pates,2.542,5.542
124761,TOURNOYER,fr,lsf-ch,Verb,Tourner irrégulièrement plusieurs fois sur soi-même ou en spirale.,"Verevolter, tourbilloner.",J'ai vu que l'aigle tournoyer dans le ciel.,https://signsuisse.sgb-fss.ch/fr/lexikon/124761/tournoyer,3.84,8.36
119463,EFFORT,fr,lsf-ch,Allgemein,"Fait de mobiliser et de mettre en œuvre toutes ses forces et ressources en vue de vaincre une résistance, d'atteindre un objectif (un effort physique, un effort intellectuel)","Application, concentration.",Lire un livre me demande vraiment beaucoup d'efforts.,https://signsuisse.sgb-fss.ch/fr/lexikon/119463/effort,3.125,7.667
111494,OCCASION,de,dsgs,Verkehr,"Ware aus zweiter Hand, speziell: der Gebrauchtwagen (in der Schweiz „Occasion“ genannt, von französisch „Gelegenheit“) versteht man ein Fahrzeug, in der Regel einen PKW, welches bereits mindestens einen Vorbesitzer hatte","gebrauchter Gegenstand, z.B. Auto, Verkauf/Kauf zu tieferem Preis",Diese Garage verkauft viele Occasions-Autos.,https://signsuisse.sgb-fss.ch/lexikon/111494/occasion,2.709,5.959
124419,MÖBEL,de,dsgs,Haus/Gebäude,grosser Einrichtungsgegenstand,"Gegenstände, mit denen ein Zimmer ausgestattet ist, wie Tische, Betten, Schränke, usw.",Das Ehepaar hat ein Haus gekauft und braucht nun viele neue Möbel.,https://signsuisse.sgb-fss.ch/lexikon/124419/moebel,2.64,7.0
124835,REMETTRE,fr,lsf-ch,Verb,Mettre quelque chose à l'endroit où elle était auparavant.,"Ranger, replacer.",Roméo remet sa trousse dans son cartable d'école.,https://signsuisse.sgb-fss.ch/fr/lexikon/124835/remettre,2.4,9.68
123444,ORDINARE - COMANDARE,it,lis-ch,Verb,"Commissionare, richiedere qualcosa.","Richiedere a a ditte o a persone una merce, un lavoro, un servizio.",Domani ordinerò un pacchetto di cioccolattini.,https://signsuisse.sgb-fss.ch/it/lexikon/123444/ordinare-comandare,2.125,4.917
118208,MALAWI,de,dsgs,Nation,"Malawi ist ein Binnenstaat in Südostafrika, der am 6. Juli 1964 seine Unabhängigkeit von Grossbritannien erlangte.",Staat in Afrika,Ich suche eine Hotel in Malawi.,https://signsuisse.sgb-fss.ch/lexikon/118208/malawi,2.75,4.542
126509,BOMBÉ - BOMBÉE,fr,lsf-ch,Allgemein,"Qui a une forme arrondie, convexe.","Arrondi, ventru, convexe.",La route est bombée.,https://signsuisse.sgb-fss.ch/fr/lexikon/126509/bombe-bombee,3.24,4.36
130245,LIQUIDATION 1,fr,lsf-ch,Haus/Gebäude,"Vente à bas prix réalisée par un magasin, avant fermeture ou pour écouler rapidement un stock de marchandises.","Solde, fermeture.",Liquidation totale du stock à -75 % pour cause de fermeture de la boutique.,https://signsuisse.sgb-fss.ch/fr/lexikon/130245/liquidation-1,2.48,10.92
126919,SCOPPIARE,it,lis-ch,Verb,Spaccarsi improvvisamente in più pezzi per una tensione interna non più contenuta.,Esplodere.,Mi sono spaventata poichè il palloncino è scoppiato all'improvviso.,https://signsuisse.sgb-fss.ch/it/lexikon/126919/scoppiare,2.542,5.542
113661,LIÈVRE,fr,lsf-ch,Tiere,"Mammifère rongeur, voisin du lapin, très rapide à la course grâce à ses pattes postérieures plus longues que ses pattes antérieures.","Animal, mammifèrre, rongeur.","L'hiver, dans la forêt, on voit des lièvres qui sautent.",https://signsuisse.sgb-fss.ch/fr/lexikon/113661/lievre,2.959,6.209
130147,PARADIS,fr,lsf-ch,Religion,Lieu où séjournent les âmes des élus après la mort.,"Ciel, éden, jardin.","Selon la religion chrétienne, quand une personne décède, elle monte au paradis.",https://signsuisse.sgb-fss.ch/fr/lexikon/130147/paradis,3.08,12.76
123125,FUNIVIA,it,lis-ch,Verkehr,"Impianto per il trasporto di persone, formata da una o più cabine sospese a funi metalliche.",Teleferica.,"Ieri ho preso la funivia, il prezzo individuale era di fr. 50.-.",https://signsuisse.sgb-fss.ch/it/lexikon/123125/funivia,2.584,6.084
118930,MALAWI,fr,lsf-ch,Nation,"Petit pays situé en Afrique australe, sans accès à la mer.","Pays, petit, longiligne, étroit, hauts plateaux, lac, fleuve, plaine.","En Malawi, la langue officielle est l'anglais et le chichewa.",https://signsuisse.sgb-fss.ch/fr/lexikon/118930/malawi,2.68,10.12
119752,FITNESS,fr,lsf-ch,Sport/Freizeit,Ensemble d'activités physiques visant à améliorer sa condition physique.,"Musculation, stretching, cardio-training.",Je fais du fitnesse depuis un an.,https://signsuisse.sgb-fss.ch/fr/lexikon/119752/fitness,2.667,4.584
116621,KNAPP,de,dsgs,Allgemein,"Knapp liegt vor, wenn ein materielles oder ideelles Gut in geringerer Menge vorhanden ist, als man seiner bedarf.","fast erreicht, fast...",Ich habe die Prüfung knapp bestanden!,https://signsuisse.sgb-fss.ch/lexikon/116621/knapp,2.125,3.5
127611,LATEIN,de,dsgs,Allgemein,"Latein ist eine indogermanische Sprache, die ursprünglich von den Latinern, den Bewohnern von Latium mit Rom als Zentrum, gesprochen wurde.",die Sprache der alten Römer,"Wer die Universität besucht, muss viel Latein auswendig lernen.",https://signsuisse.sgb-fss.ch/lexikon/127611/latein,2.792,4.959
